,tag,is_np_part,is_after_StopWord,is_after_verb,is_before_StopWord,is_before_verb,np_index,tag_before,tag_after,is_after_StartStops,is_before_key_stop,token_tf,normalized_tfnum_set
753,13,1,0,0,0,0,4,16,22,0,0,1,0.019230769230769232
754,22,0,0,0,0,0,-1,13,0,0,0,4,0.07692307692307693
755,13,0,0,0,0,0,-1,0,13,0,0,1,0.0625
756,13,0,0,0,1,0,-1,13,27,0,0,1,0.0625
757,27,0,0,0,0,0,-1,13,16,0,0,1,0.0625
758,16,1,1,0,0,0,0,27,16,0,0,1,0.0625
759,16,1,0,0,1,0,0,16,20,0,0,1,0.0625
760,20,0,0,0,1,0,-1,16,7,0,0,1,0.0625
761,7,0,1,0,0,0,-1,20,3,0,0,1,0.0625
762,3,0,1,0,0,0,-1,7,27,0,0,1,0.0625
763,27,0,0,0,0,0,-1,3,1,0,0,1,0.0625
764,1,0,0,0,1,0,-1,27,3,0,0,1,0.0625
765,3,0,0,0,0,0,-1,1,13,0,0,1,0.0625
766,13,0,1,0,1,0,-1,3,7,0,0,1,0.0625
767,7,0,0,0,0,0,-1,13,13,0,0,1,0.0625
768,13,0,1,0,1,0,-1,7,27,0,0,1,0.0625
769,27,0,0,0,0,0,-1,13,22,0,0,1,0.0625
770,22,0,1,0,0,0,-1,27,0,0,0,1,0.0625
771,14,0,0,0,0,0,-1,0,22,0,0,1,0.023809523809523808
772,22,0,0,0,1,1,-1,14,17,0,0,1,0.023809523809523808
773,17,0,0,0,0,0,-1,22,16,0,0,3,0.07142857142857142
774,16,1,1,1,0,0,0,17,16,0,0,1,0.023809523809523808
775,16,1,0,0,1,0,0,16,9,0,0,1,0.023809523809523808
776,9,0,0,0,0,0,-1,16,16,0,0,3,0.07142857142857142
777,16,1,1,0,0,0,1,9,13,1,0,2,0.047619047619047616
778,13,1,0,0,0,0,1,16,1,0,0,2,0.047619047619047616
779,1,0,0,0,1,0,-1,13,17,0,0,1,0.023809523809523808
780,17,0,0,0,1,0,-1,1,14,0,0,1,0.023809523809523808
781,14,0,1,0,0,0,-1,17,16,1,0,1,0.023809523809523808
782,16,1,1,0,0,0,1,14,3,0,0,2,0.047619047619047616
783,3,1,0,0,1,0,2,16,13,0,0,1,0.023809523809523808
784,13,1,0,0,0,0,2,3,27,0,0,1,0.023809523809523808
785,27,0,1,0,1,0,-1,13,7,0,0,1,0.023809523809523808
786,7,0,0,0,1,0,-1,27,9,0,0,2,0.047619047619047616
787,9,0,1,0,0,0,-1,7,13,0,0,3,0.07142857142857142
788,13,0,1,0,0,0,-1,9,1,1,0,2,0.047619047619047616
789,1,0,0,0,1,1,-1,13,17,0,0,1,0.023809523809523808
790,17,0,0,0,0,0,-1,1,13,0,0,3,0.07142857142857142
791,13,0,1,1,0,0,-1,17,13,0,0,2,0.047619047619047616
792,13,0,0,0,0,0,-1,13,27,0,0,1,0.023809523809523808
793,27,0,0,0,1,1,-1,13,17,0,0,1,0.023809523809523808
794,17,0,0,0,1,0,-1,27,9,0,0,3,0.07142857142857142
795,9,0,1,1,0,0,-1,17,13,0,0,1,0.023809523809523808
796,13,0,1,0,1,0,-1,9,7,0,0,2,0.047619047619047616
797,7,0,0,0,0,0,-1,13,13,0,0,1,0.023809523809523808
798,13,0,1,0,1,1,-1,7,24,0,0,2,0.047619047619047616
799,24,0,0,0,1,0,-1,13,9,0,0,1,0.023809523809523808
800,9,0,1,1,1,0,-1,24,5,1,0,3,0.07142857142857142
801,5,0,1,0,0,0,-1,9,16,1,0,1,0.023809523809523808
802,16,1,1,0,0,0,1,5,3,0,0,2,0.047619047619047616
803,3,1,0,0,0,0,3,16,1,0,0,1,0.023809523809523808
804,1,0,0,0,0,0,-1,3,13,0,0,1,0.023809523809523808
805,13,0,0,0,1,0,-1,1,7,0,0,1,0.023809523809523808
806,7,0,0,0,0,0,-1,13,16,0,0,2,0.047619047619047616
807,16,1,1,0,0,0,4,7,16,0,0,1,0.023809523809523808
808,16,1,0,0,0,0,4,16,13,0,0,1,0.023809523809523808
809,13,1,0,0,1,0,4,16,7,0,0,1,0.023809523809523808
810,7,0,0,0,1,0,-1,13,3,0,0,1,0.023809523809523808
811,3,0,1,0,0,0,-1,7,27,0,0,1,0.023809523809523808
812,27,0,1,0,0,0,-1,3,0,0,0,1,0.023809523809523808
813,13,0,0,0,0,1,-1,0,27,0,0,1,0.019230769230769232
814,27,0,0,0,0,0,-1,13,13,0,0,2,0.038461538461538464
815,13,0,0,1,0,0,-1,27,27,0,0,1,0.019230769230769232
816,27,0,0,0,1,0,-1,13,9,0,0,1,0.019230769230769232
817,9,0,0,0,1,0,-1,27,9,0,0,1,0.019230769230769232
818,9,0,1,0,0,0,-1,9,13,1,0,1,0.019230769230769232
819,13,0,1,0,0,0,-1,9,4,0,0,1,0.019230769230769232
820,4,0,0,0,0,0,-1,13,13,0,0,1,0.019230769230769232
821,13,0,0,0,1,0,-1,4,17,0,0,2,0.038461538461538464
822,17,0,0,0,0,0,-1,13,13,0,0,1,0.019230769230769232
823,13,0,1,0,0,0,-1,17,13,1,0,1,0.019230769230769232
824,13,0,0,0,0,0,-1,13,17,0,0,1,0.019230769230769232
825,17,0,0,0,1,1,-1,13,17,0,0,1,0.019230769230769232
826,17,0,0,0,0,0,-1,17,27,0,0,1,0.019230769230769232
827,27,0,1,1,0,0,-1,17,22,0,0,4,0.07692307692307693
828,22,0,0,0,0,0,-1,27,22,0,0,16,0.3076923076923077
829,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
830,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
831,22,0,0,0,1,0,-1,22,7,0,0,16,0.3076923076923077
832,7,0,0,0,0,0,-1,22,27,0,0,4,0.07692307692307693
833,27,0,1,0,0,0,-1,7,22,0,0,4,0.07692307692307693
834,22,0,0,0,0,0,-1,27,22,0,0,16,0.3076923076923077
835,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
836,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
837,22,0,0,0,1,0,-1,22,7,0,0,16,0.3076923076923077
838,7,0,0,0,0,0,-1,22,27,0,0,4,0.07692307692307693
839,27,0,1,0,0,0,-1,7,22,0,0,4,0.07692307692307693
840,22,0,0,0,0,0,-1,27,22,0,0,16,0.3076923076923077
841,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
842,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
843,22,0,0,0,1,0,-1,22,7,0,0,16,0.3076923076923077
844,7,0,0,0,0,0,-1,22,27,0,0,4,0.07692307692307693
845,27,0,1,0,0,0,-1,7,22,0,0,4,0.07692307692307693
846,22,0,0,0,0,0,-1,27,22,0,0,16,0.3076923076923077
847,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
848,22,0,0,0,0,0,-1,22,22,0,0,16,0.3076923076923077
849,22,0,0,0,1,0,-1,22,7,0,0,16,0.3076923076923077
850,7,0,0,0,0,0,-1,22,14,0,0,4,0.07692307692307693
851,14,0,1,0,0,0,-1,7,13,0,0,1,0.019230769230769232
852,13,0,0,0,0,1,-1,14,27,0,0,1,0.019230769230769232
853,27,0,0,0,0,0,-1,13,13,0,0,2,0.038461538461538464
854,13,0,0,1,1,1,-1,27,18,0,0,2,0.038461538461538464
855,18,0,0,0,0,0,-1,13,27,0,0,2,0.038461538461538464
856,27,0,1,1,0,0,-1,18,13,0,0,1,0.019230769230769232
857,13,0,0,0,0,0,-1,27,13,0,0,1,0.019230769230769232
858,13,0,0,0,1,1,-1,13,18,0,0,1,0.019230769230769232
859,18,0,0,0,0,0,-1,13,13,0,0,2,0.038461538461538464
860,13,0,1,1,1,0,-1,18,27,0,0,1,0.019230769230769232
861,27,0,0,0,0,0,-1,13,13,0,0,1,0.019230769230769232
862,13,0,1,0,0,0,-1,27,22,0,0,1,0.019230769230769232
863,22,0,0,0,0,0,-1,13,22,0,0,1,0.019230769230769232
864,22,0,0,0,0,0,-1,22,0,0,0,1,0.019230769230769232
865,22,0,0,0,0,0,-1,0,13,0,0,3,0.1
866,13,0,0,0,1,1,-1,22,27,0,0,1,0.03333333333333333
867,27,0,0,0,1,0,-1,13,17,0,0,1,0.03333333333333333
868,17,0,1,1,0,1,-1,27,16,1,0,1,0.03333333333333333
869,16,1,1,0,0,0,0,17,3,1,0,1,0.03333333333333333
870,3,1,0,1,1,0,0,16,7,0,0,1,0.03333333333333333
871,7,0,0,0,0,0,-1,3,16,0,0,1,0.03333333333333333
872,16,1,1,0,0,0,1,7,13,0,0,1,0.03333333333333333
873,13,1,0,0,1,0,1,16,2,0,0,1,0.03333333333333333
874,2,0,0,0,0,0,-1,13,22,0,0,1,0.03333333333333333
875,22,0,1,0,0,0,-1,2,22,0,0,3,0.1
876,22,0,0,0,0,0,-1,22,13,0,0,3,0.1
877,13,0,0,0,0,0,-1,22,27,0,0,1,0.03333333333333333
878,27,0,0,0,0,0,-1,13,22,0,0,1,0.03333333333333333
879,22,0,0,0,0,0,-1,27,13,0,0,1,0.03333333333333333
880,13,0,0,0,0,0,-1,22,27,0,0,1,0.03333333333333333
881,27,0,0,0,0,0,-1,13,22,0,0,1,0.03333333333333333
882,22,0,0,0,0,0,-1,27,22,0,0,3,0.1
883,22,0,0,0,1,0,-1,22,13,0,0,3,0.1
884,13,0,0,0,0,0,-1,22,27,0,0,1,0.03333333333333333
885,27,0,1,0,0,0,-1,13,13,0,0,1,0.03333333333333333
886,13,0,0,0,1,1,-1,27,13,0,0,1,0.03333333333333333
887,13,0,0,0,1,0,-1,13,17,0,0,1,0.03333333333333333
888,17,0,1,1,1,0,-1,13,16,0,0,1,0.03333333333333333
889,16,1,1,0,0,0,2,17,16,1,0,1,0.03333333333333333
890,16,1,1,0,0,0,2,16,16,0,0,1,0.03333333333333333
891,16,1,0,0,0,0,2,16,3,0,0,1,0.03333333333333333
892,3,1,0,0,0,0,2,16,27,0,0,1,0.03333333333333333
893,27,0,0,0,0,0,-1,3,22,0,0,1,0.03333333333333333
894,22,0,0,0,0,0,-1,27,0,0,0,3,0.1
895,1,0,0,0,0,0,-1,0,16,0,0,1,0.018518518518518517
896,16,1,0,0,1,0,0,1,1,0,0,1,0.018518518518518517
897,1,0,0,0,0,0,-1,16,13,0,0,2,0.037037037037037035
898,13,0,1,0,0,0,-1,1,27,0,0,1,0.018518518518518517
899,27,0,0,0,1,0,-1,13,7,0,0,1,0.018518518518518517
900,7,0,0,0,0,0,-1,27,27,0,0,1,0.018518518518518517
901,27,0,1,0,1,0,-1,7,7,0,0,1,0.018518518518518517
902,7,0,0,0,0,0,-1,27,27,0,0,5,0.09259259259259259
903,27,0,1,0,1,0,-1,7,7,0,0,1,0.018518518518518517
904,7,0,0,0,1,0,-1,27,9,0,0,1,0.018518518518518517
905,9,0,1,0,1,0,-1,7,17,0,0,2,0.037037037037037035
906,17,0,1,0,0,0,-1,9,13,0,0,1,0.018518518518518517
907,13,0,1,0,0,0,-1,17,3,0,0,2,0.037037037037037035
908,3,0,0,0,0,0,-1,13,27,0,0,1,0.018518518518518517
909,27,0,0,0,0,0,-1,3,16,0,0,1,0.018518518518518517
910,16,1,0,0,1,0,1,27,9,0,0,1,0.018518518518518517
911,9,0,0,0,0,0,-1,16,13,0,0,1,0.018518518518518517
912,13,0,1,0,1,0,-1,9,7,1,0,1,0.018518518518518517
913,7,0,0,0,0,0,-1,13,16,0,0,5,0.09259259259259259
914,16,1,1,0,0,0,2,7,16,0,0,1,0.018518518518518517
915,16,1,0,0,0,0,2,16,3,0,0,1,0.018518518518518517
916,3,1,0,0,0,0,2,16,27,0,0,1,0.018518518518518517
917,27,0,0,0,0,0,-1,3,22,0,0,3,0.05555555555555555
918,22,0,0,0,0,0,-1,27,22,0,0,9,0.16666666666666666
919,22,0,0,0,0,0,-1,22,22,0,0,9,0.16666666666666666
920,22,0,0,0,0,0,-1,22,27,0,0,9,0.16666666666666666
921,27,0,0,0,0,0,-1,22,22,0,0,3,0.05555555555555555
922,22,0,0,0,0,0,-1,27,22,0,0,9,0.16666666666666666
923,22,0,0,0,0,0,-1,22,22,0,0,9,0.16666666666666666
924,22,0,0,0,0,0,-1,22,27,0,0,9,0.16666666666666666
925,27,0,0,0,0,0,-1,22,22,0,0,3,0.05555555555555555
926,22,0,0,0,0,0,-1,27,22,0,0,9,0.16666666666666666
927,22,0,0,0,0,0,-1,22,22,0,0,9,0.16666666666666666
928,22,0,0,0,1,0,-1,22,7,0,0,9,0.16666666666666666
929,7,0,0,0,0,0,-1,22,13,0,0,1,0.018518518518518517
930,13,0,1,0,1,0,-1,7,7,0,0,1,0.018518518518518517
931,7,0,0,0,0,0,-1,13,13,0,0,5,0.09259259259259259
932,13,0,1,0,1,1,-1,7,18,0,0,1,0.018518518518518517
933,18,0,0,0,1,0,-1,13,20,0,0,1,0.018518518518518517
934,20,0,1,1,1,0,-1,18,17,0,0,1,0.018518518518518517
935,17,0,1,0,0,0,-1,20,16,0,0,1,0.018518518518518517
936,16,1,1,0,0,0,3,17,20,1,0,1,0.018518518518518517
937,20,0,0,0,0,0,-1,16,27,0,0,1,0.018518518518518517
938,27,0,0,0,1,0,-1,20,7,0,0,1,0.018518518518518517
939,7,0,0,0,0,0,-1,27,13,0,0,1,0.018518518518518517
940,13,0,1,0,0,0,-1,7,13,0,0,2,0.037037037037037035
941,13,0,0,0,1,0,-1,13,7,0,0,1,0.018518518518518517
942,7,0,0,0,1,0,-1,13,1,0,0,5,0.09259259259259259
943,1,0,1,0,0,0,-1,7,16,0,0,1,0.018518518518518517
944,16,1,1,0,0,0,4,1,13,0,0,1,0.018518518518518517
945,13,1,0,0,1,0,4,16,7,0,0,1,0.018518518518518517
946,7,0,0,0,0,0,-1,13,13,0,0,5,0.09259259259259259
947,13,0,1,0,0,0,-1,7,27,0,0,1,0.018518518518518517
948,27,0,0,0,0,0,-1,13,0,0,0,1,0.018518518518518517
949,13,0,0,0,1,0,-1,0,17,0,0,1,0.05555555555555555
950,17,0,0,0,0,0,-1,13,13,0,0,1,0.05555555555555555
951,13,0,1,0,1,0,-1,17,7,1,0,1,0.05555555555555555
952,7,0,0,0,0,0,-1,13,13,0,0,1,0.05555555555555555
953,13,0,1,0,0,0,-1,7,27,0,0,1,0.05555555555555555
954,27,0,0,0,0,0,-1,13,22,0,0,1,0.05555555555555555
955,22,0,0,0,0,0,-1,27,16,0,0,2,0.1111111111111111
956,16,1,0,0,0,0,0,22,16,0,0,1,0.05555555555555555
957,16,1,0,0,1,0,0,16,9,0,0,1,0.05555555555555555
958,9,0,0,0,0,0,-1,16,13,0,0,1,0.05555555555555555
959,13,0,1,0,0,0,-1,9,13,1,0,1,0.05555555555555555
960,13,0,0,0,1,0,-1,13,7,0,0,1,0.05555555555555555
961,7,0,0,0,0,1,-1,13,16,0,0,1,0.05555555555555555
962,16,1,1,0,0,0,1,7,16,0,0,1,0.05555555555555555
963,16,1,0,1,0,0,1,16,13,0,0,1,0.05555555555555555
964,13,1,0,0,0,0,1,16,27,0,0,1,0.05555555555555555
965,27,0,0,0,0,0,-1,13,22,0,0,1,0.05555555555555555
966,22,0,0,0,0,0,-1,27,0,0,0,2,0.1111111111111111
967,20,0,0,0,0,0,-1,0,1,0,0,1,0.010638297872340425
968,1,0,1,0,1,0,-1,20,1,1,0,1,0.010638297872340425
969,1,0,0,0,0,0,-1,1,3,0,0,1,0.010638297872340425
970,3,0,1,0,0,0,-1,1,22,0,0,1,0.010638297872340425
971,22,0,0,0,0,0,-1,3,24,0,0,35,0.3723404255319149
972,24,0,0,0,1,0,-1,22,10,0,0,1,0.010638297872340425
973,10,0,0,0,0,0,-1,24,13,0,0,1,0.010638297872340425
974,13,0,1,0,1,0,-1,10,7,0,0,1,0.010638297872340425
975,7,0,0,0,0,0,-1,13,27,0,0,1,0.010638297872340425
976,27,0,1,0,0,1,-1,7,27,0,0,1,0.010638297872340425
977,27,0,0,0,0,0,-1,27,22,0,0,4,0.0425531914893617
978,22,0,0,1,0,0,-1,27,22,0,0,35,0.3723404255319149
979,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
980,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
981,22,0,0,0,0,1,-1,22,27,0,0,35,0.3723404255319149
982,27,0,0,0,0,0,-1,22,22,0,0,4,0.0425531914893617
983,22,0,0,1,0,0,-1,27,22,0,0,35,0.3723404255319149
984,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
985,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
986,22,0,0,0,0,1,-1,22,27,0,0,35,0.3723404255319149
987,27,0,0,0,0,0,-1,22,22,0,0,4,0.0425531914893617
988,22,0,0,1,0,0,-1,27,22,0,0,35,0.3723404255319149
989,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
990,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
991,22,0,0,0,0,1,-1,22,27,0,0,35,0.3723404255319149
992,27,0,0,0,0,0,-1,22,22,0,0,4,0.0425531914893617
993,22,0,0,1,0,0,-1,27,22,0,0,35,0.3723404255319149
994,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
995,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
996,22,0,0,0,1,1,-1,22,17,0,0,35,0.3723404255319149
997,17,0,0,0,0,0,-1,22,13,0,0,1,0.010638297872340425
998,13,0,1,1,0,0,-1,17,27,0,0,1,0.010638297872340425
999,27,0,0,0,1,0,-1,13,7,0,0,1,0.010638297872340425
1000,7,0,0,0,1,0,-1,27,16,0,0,10,0.10638297872340426
1001,16,1,1,0,0,0,0,7,16,0,0,1,0.010638297872340425
1002,16,1,1,0,1,0,0,16,20,0,0,1,0.010638297872340425
1003,20,0,0,0,0,0,-1,16,16,0,0,1,0.010638297872340425
1004,16,1,1,0,0,0,1,20,13,0,0,1,0.010638297872340425
1005,13,1,0,0,1,1,1,16,18,0,0,1,0.010638297872340425
1006,18,0,0,0,0,0,-1,13,13,0,0,2,0.02127659574468085
1007,13,0,1,1,1,0,-1,18,27,0,0,1,0.010638297872340425
1008,27,0,0,0,1,0,-1,13,7,0,0,1,0.010638297872340425
1009,7,0,1,0,0,0,-1,27,13,0,0,1,0.010638297872340425
1010,13,0,1,0,1,1,-1,7,18,0,0,1,0.010638297872340425
1011,18,0,0,0,0,0,-1,13,3,0,0,2,0.02127659574468085
1012,3,0,1,1,0,0,-1,18,27,0,0,1,0.010638297872340425
1013,27,0,0,0,0,0,-1,3,22,0,0,3,0.031914893617021274
1014,22,0,0,0,0,0,-1,27,22,0,0,35,0.3723404255319149
1015,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
1016,22,0,0,0,0,0,-1,22,27,0,0,35,0.3723404255319149
1017,27,0,0,0,0,0,-1,22,22,0,0,3,0.031914893617021274
1018,22,0,0,0,0,0,-1,27,22,0,0,35,0.3723404255319149
1019,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
1020,22,0,0,0,0,0,-1,22,27,0,0,35,0.3723404255319149
1021,27,0,0,0,0,0,-1,22,22,0,0,3,0.031914893617021274
1022,22,0,0,0,0,0,-1,27,22,0,0,35,0.3723404255319149
1023,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
1024,22,0,0,0,1,0,-1,22,17,0,0,35,0.3723404255319149
1025,17,0,0,0,0,0,-1,22,13,0,0,1,0.010638297872340425
1026,13,0,1,0,0,0,-1,17,13,0,0,1,0.010638297872340425
1027,13,0,0,0,1,0,-1,13,27,0,0,1,0.010638297872340425
1028,27,0,0,0,1,0,-1,13,17,0,0,1,0.010638297872340425
1029,17,0,1,0,0,0,-1,27,16,0,0,1,0.010638297872340425
1030,16,1,1,0,0,0,2,17,13,0,0,1,0.010638297872340425
1031,13,1,0,0,1,0,2,16,7,0,0,1,0.010638297872340425
1032,7,0,0,0,0,0,-1,13,16,0,0,10,0.10638297872340426
1033,16,1,1,0,0,0,3,7,3,0,0,3,0.031914893617021274
1034,3,1,0,0,1,0,3,16,7,0,0,1,0.010638297872340425
1035,7,0,0,0,0,0,-1,3,3,0,0,10,0.10638297872340426
1036,3,0,1,0,1,0,-1,7,7,0,0,1,0.010638297872340425
1037,7,0,0,0,0,0,-1,3,13,0,0,10,0.10638297872340426
1038,13,0,1,0,1,0,-1,7,7,0,0,1,0.010638297872340425
1039,7,0,0,0,1,0,-1,13,3,0,0,10,0.10638297872340426
1040,3,0,1,0,0,0,-1,7,13,0,0,1,0.010638297872340425
1041,13,0,1,0,1,0,-1,3,7,0,0,1,0.010638297872340425
1042,7,0,0,0,1,0,-1,13,1,0,0,10,0.10638297872340426
1043,1,0,1,0,0,0,-1,7,16,0,0,1,0.010638297872340425
1044,16,1,1,0,0,0,3,1,3,0,0,3,0.031914893617021274
1045,3,1,0,0,1,0,4,16,7,0,0,1,0.010638297872340425
1046,7,0,0,0,0,0,-1,3,16,0,0,10,0.10638297872340426
1047,16,1,1,0,0,0,3,7,13,0,0,3,0.031914893617021274
1048,13,1,0,0,1,0,5,16,7,0,0,1,0.010638297872340425
1049,7,0,0,0,0,0,-1,13,22,0,0,10,0.10638297872340426
1050,22,0,1,0,0,0,-1,7,22,0,0,35,0.3723404255319149
1051,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
1052,22,0,0,0,1,0,-1,22,7,0,0,35,0.3723404255319149
1053,7,0,0,0,0,0,-1,22,22,0,0,10,0.10638297872340426
1054,22,0,1,0,0,0,-1,7,22,0,0,35,0.3723404255319149
1055,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
1056,22,0,0,0,1,0,-1,22,7,0,0,35,0.3723404255319149
1057,7,0,0,0,0,0,-1,22,22,0,0,10,0.10638297872340426
1058,22,0,1,0,0,0,-1,7,22,0,0,35,0.3723404255319149
1059,22,0,0,0,0,0,-1,22,22,0,0,35,0.3723404255319149
1060,22,0,0,0,0,0,-1,22,0,0,0,35,0.3723404255319149
1061,7,0,0,0,1,0,-1,0,9,0,0,1,0.09090909090909091
1062,9,0,0,0,0,0,-1,7,16,0,0,1,0.09090909090909091
1063,16,1,1,0,0,0,0,9,13,1,0,1,0.09090909090909091
1064,13,1,0,0,1,1,0,16,18,0,0,1,0.09090909090909091
1065,18,0,0,0,0,0,-1,13,13,0,0,1,0.09090909090909091
1066,13,0,1,1,0,0,-1,18,27,0,0,1,0.09090909090909091
1067,27,0,0,0,1,0,-1,13,7,0,0,1,0.09090909090909091
1068,7,0,0,0,0,0,-1,27,16,0,0,1,0.09090909090909091
1069,16,1,1,0,0,0,1,7,13,0,0,1,0.09090909090909091
1070,13,1,0,0,0,0,1,16,27,0,0,1,0.09090909090909091
1071,27,0,0,0,0,0,-1,13,0,0,0,1,0.09090909090909091
1072,13,0,0,0,0,0,-1,0,9,0,0,1,0.14285714285714285
1073,9,0,0,0,0,0,-1,13,16,0,0,1,0.14285714285714285
1074,16,1,0,0,0,0,0,9,16,0,0,1,0.14285714285714285
1075,16,1,0,0,0,0,0,16,3,0,0,1,0.14285714285714285
1076,3,1,0,0,1,1,0,16,18,0,0,1,0.14285714285714285
1077,18,0,0,0,0,0,-1,3,27,0,0,1,0.14285714285714285
1078,27,0,1,1,0,0,-1,18,0,0,0,1,0.14285714285714285
1079,1,0,0,0,0,0,-1,0,13,0,0,1,0.02857142857142857
1080,13,0,1,0,0,0,-1,1,9,0,0,1,0.02857142857142857
1081,9,0,0,0,0,0,-1,13,13,0,0,1,0.02857142857142857
1082,13,0,0,0,0,0,-1,9,7,0,0,1,0.02857142857142857
1083,7,0,0,0,0,0,-1,13,13,0,0,1,0.02857142857142857
1084,13,0,0,0,1,0,-1,7,7,0,0,1,0.02857142857142857
1085,7,0,0,0,1,0,-1,13,17,0,0,1,0.02857142857142857
1086,17,0,1,0,0,0,-1,7,13,0,0,1,0.02857142857142857
1087,13,0,1,0,0,0,-1,17,13,0,0,1,0.02857142857142857
1088,13,0,0,0,1,0,-1,13,27,0,0,1,0.02857142857142857
1089,27,0,0,0,0,0,-1,13,13,0,0,1,0.02857142857142857
1090,13,0,1,0,1,0,-1,27,7,0,0,1,0.02857142857142857
1091,7,0,0,0,0,0,-1,13,13,0,0,2,0.05714285714285714
1092,13,0,1,0,1,0,-1,7,17,0,0,1,0.02857142857142857
1093,17,0,0,0,0,0,-1,13,16,0,0,2,0.05714285714285714
1094,16,1,1,0,0,0,0,17,16,0,0,1,0.02857142857142857
1095,16,1,0,0,0,0,0,16,4,0,0,1,0.02857142857142857
1096,4,1,0,0,0,0,0,16,16,0,0,1,0.02857142857142857
1097,16,1,0,0,0,0,1,4,13,0,0,1,0.02857142857142857
1098,13,1,0,0,1,0,1,16,17,0,0,1,0.02857142857142857
1099,17,0,0,0,0,0,-1,13,16,0,0,2,0.05714285714285714
1100,16,1,1,0,0,0,2,17,3,0,0,1,0.02857142857142857
1101,3,1,0,0,0,0,2,16,16,0,0,1,0.02857142857142857
1102,16,1,0,0,0,0,3,3,13,0,0,1,0.02857142857142857
1103,13,1,0,0,0,0,3,16,16,0,0,1,0.02857142857142857
1104,16,1,0,0,0,0,4,13,13,0,0,1,0.02857142857142857
1105,13,1,0,0,1,0,4,16,7,0,0,1,0.02857142857142857
1106,7,0,0,0,0,0,-1,13,25,0,0,2,0.05714285714285714
1107,25,0,1,0,0,0,-1,7,25,0,0,1,0.02857142857142857
1108,25,0,0,0,0,0,-1,25,25,0,0,1,0.02857142857142857
1109,25,0,0,0,0,0,-1,25,16,0,0,1,0.02857142857142857
1110,16,1,0,0,0,0,5,25,16,0,0,1,0.02857142857142857
1111,16,1,0,0,1,0,5,16,3,0,0,1,0.02857142857142857
1112,3,1,0,0,1,0,5,16,3,0,0,1,0.02857142857142857
1113,3,0,1,0,0,0,-1,3,0,0,0,1,0.02857142857142857
1114,13,0,0,0,0,0,-1,0,13,0,0,1,0.018867924528301886
1115,13,0,0,0,0,0,-1,13,27,0,0,1,0.018867924528301886
1116,27,0,0,0,0,0,-1,13,27,0,0,1,0.018867924528301886
1117,27,0,0,0,0,0,-1,27,22,0,0,2,0.03773584905660377
1118,22,0,0,0,0,0,-1,27,16,0,0,4,0.07547169811320754
1119,16,1,0,0,0,0,0,22,13,0,0,2,0.03773584905660377
1120,13,1,0,0,1,0,0,16,17,0,0,1,0.018867924528301886
1121,17,0,0,0,0,0,-1,13,13,0,0,1,0.018867924528301886
1122,13,0,1,0,0,0,-1,17,13,0,0,1,0.018867924528301886
1123,13,0,0,0,1,0,-1,13,17,0,0,2,0.03773584905660377
1124,17,0,0,0,1,0,-1,13,20,0,0,1,0.018867924528301886
1125,20,0,1,0,1,1,-1,17,27,1,0,2,0.03773584905660377
1126,27,0,1,0,0,0,-1,20,22,0,0,3,0.05660377358490566
1127,22,0,1,1,1,0,-1,27,1,0,0,2,0.03773584905660377
1128,1,0,0,0,0,0,-1,22,16,0,0,3,0.05660377358490566
1129,16,1,1,0,0,0,1,1,13,0,0,1,0.018867924528301886
1130,13,1,0,0,1,1,1,16,27,0,0,1,0.018867924528301886
1131,27,0,0,0,0,0,-1,13,17,0,0,3,0.05660377358490566
1132,17,0,1,1,1,0,3,27,10,0,0,2,0.03773584905660377
1133,10,0,0,0,0,0,-1,17,13,0,0,2,0.03773584905660377
1134,13,0,1,0,0,0,-1,10,27,0,0,1,0.018867924528301886
1135,27,0,0,0,0,0,-1,13,22,1,0,1,0.018867924528301886
1136,22,0,0,0,0,0,-1,27,1,0,0,4,0.07547169811320754
1137,1,0,0,0,1,0,-1,22,7,0,0,1,0.018867924528301886
1138,7,0,0,0,0,0,-1,1,16,0,0,1,0.018867924528301886
1139,16,1,1,0,0,0,2,7,13,0,0,1,0.018867924528301886
